paper_id,concept
584896,"Web server"
584896,"Data mining"
2396885,"Continuous-time stochastic process"
2396885,Sociogram
2396885,"Social network"
2396885,Friendship
2396885,"Computer simulation"
956894,"Natural environment"
956894,"Network topology"
956894,"Mobility model"
956894,"Mobile ad hoc network"
956894,"Cellular network"
956894,"Node (networking)"
1645966,"Web search engine"
1645966,AOL
1645966,"Spell checker"
1645966,"Acronym and initialism"
352316,"Real-time database"
238497,Map
238497,Database
2398542,Citation
2398542,CiteULike
2398542,"Academic publishing"
2398542,CiteSeer
2398542,"Scientific method"
2398542,"Precision and recall"
2398542,Mind
2398542,"Recommender system"
1099662,"Association rule learning"
1099662,"Distributed computing"
1099662,Permutation
1099662,"Database transaction"
1099662,"Data mining"
1099662,Database
1099662,"Dot product"
1099662,"Communications protocol"
2398515,Prediction
2398515,"Social network"
2398515,"Trust (social sciences)"
2398515,"Social web"
2398515,Sociology
2398515,"Social circle"
2398515,"Scientific method"
1031218,"Data compression"
1031218,"Cluster analysis"
1031218,"Differential geometry"
1031218,"Scheme (mathematics)"
1031218,"Computer data processing"
1031218,"Level of measurement"
1031218,"Computer data storage"
1031218,"Data analysis"
502659,"Binary code"
502659,"Interpolation search"
502659,"Channel (communications)"
502659,"Mobile computing"
502659,"Natural environment"
502659,"Binary numeral system"
1458310,"Hidden Markov model"
1458310,"Latent variable model"
1458310,"Query expansion"
1458310,"Latent variable"
1458310,"Query language"
1458310,"Probabilistic method"
1458310,"Structure (mathematical logic)"
1458094,"Web page"
1458094,"Scientific method"
1458094,"Precision and recall"
1458094,"Text segmentation"
1458094,"Longest common subsequence problem"
1458094,"Trigonometric functions"
2063971,"Branch and bound"
2063971,"Analysis of algorithms"
2063971,"Facility location"
2063971,"Algorithmic efficiency"
2063971,"Metric space"
2063971,Scalability
221325,"Object database"
221325,"Index (database)"
221325,"Application software"
2668045,"Information retrieval"
2668045,"Language model"
2668045,"Text Retrieval Conference"
2668045,"World Wide Web"
2063829,"Data transformation"
2063829,Spreadsheet
2063829,"Data management"
2063829,"Transformation language"
2063829,Logic
2063829,"Well-formed formula"
2063829,"Application software"
1183663,"Nearest neighbor search"
1183663,Wavelet
1183663,"Time series"
1183663,"Euclidean distance"
1183663,"Data stream"
1183663,"Computer data storage"
1183663,"Streaming media"
1646191,"Cluster analysis"
1646191,Sensor
1646191,"Wireless sensor network"
1646191,"Artificial neural network"
1646191,"Video tracking"
1646191,"Partition of a set"
1646191,"Suffix tree"
1871916,Reproducibility
1871916,E-Science
1871916,"Replication (computing)"
1871916,Scalability
1871916,"Streaming media"
1871916,Sensor
2661894,Reproducibility
2661894,"Information retrieval"
2661894,"Computer performance"
2661894,"Text Retrieval Conference"
1458192,"Peer production"
1458192,"Commons-based peer production"
1458192,"Online community"
1458192,"Ontology (information science)"
2512097,"Modeling language"
2512097,"Targeted advertising"
2512097,Pancreas
2512097,"Diabetes mellitus type 2"
2512097,"Organ (anatomy)"
2512097,"Systems biology"
2512097,"Pharmaceutical drug"
2512097,"Multiscale modeling"
170458,"Federated database system"
170458,"Concurrency control"
2507889,Trustee
2507889,"Trust (social sciences)"
2507889,"Trust law"
2507889,"Social network"
2398639,"Computer performance"
2398639,"Recommender system"
2398639,Trade-off
1458334,"Domain knowledge"
1458334,Terminology
1458334,"Terminology extraction"
1458334,"Text mining"
1458334,Decomposition
1458334,"Network theory"
1458334,"Subject-matter expert"
1458334,"Social network"
2508205,Database
2508205,"Conflict management"
2508205,"Database schema"
2508205,"Relational database"
2508205,"Conceptual model"
2508205,"Value (personal and cultural)"
2508205,Collaboration
2505540,"Gibbs sampling"
2505540,"Posterior probability"
2505540,"Linear regression"
2505540,"Mean squared error"
2505540,"Regression analysis"
2505540,"Independence (probability theory)"
2505540,"Limit (mathematics)"
2505540,"Numerical analysis"
2063816,Workflow
2063816,"Array data structure"
2063816,"Value (computer science)"
2063816,Provenance
221363,"Stratified sampling"
2507838,Essence
2507838,DBpedia
2507838,"Knowledge base"
2507838,"Basis (linear algebra)"
2507838,"YAGO (database)"
2507838,"Statistic (role-playing games)"
2507838,"Predicate (grammar)"
2065042,Metadata
2065042,"Social media"
2065042,"Social network"
2065042,Twitter
2065042,"Computer program"
2065042,"Software framework"
2065009,Conversation
2065009,Internet
2065009,Biometrics
2065009,"User-generated content"
2065009,"Instant messaging"
2065009,"Internet Relay Chat"
2065009,Twitter
2065009,Facebook
956957,"Information retrieval"
956957,"Text Retrieval Conference"
956957,"Illinois Institute of Technology"
956957,"Autoimmune regulator"
1458565,"Agent-based model"
1458565,Wikipedia
1458565,"Grammatical case"
1458565,Positivism
1458565,"Industrial and organizational psychology"
1458565,Volunteering
1321506,"Online analytical processing"
1321506,Analytics
1321506,"Unstructured data"
1321506,"Data integration"
1321506,"Semantic Web"
1321506,"Ontology (information science)"
1099556,"Data management"
1099556,Close-up
1099556,Personalization
1099556,"User experience"
1099556,Privacy
1099556,Clothing
1099556,"Application software"
1646205,"Spell checker"
1646205,Google
1646205,"Data set"
1646205,"World Wide Web"
1646205,Spelling
1646205,"String searching algorithm"
1646205,N-gram
1646205,"Longest common subsequence problem"
1458191,Thesaurus
1458191,Wikipedia
1458191,Co-occurrence
1458191,"Data analysis"
1458191,Encyclopedia
1458191,Hyperlink
1458191,"Anchor text"
354794,Routing
2505577,"Boolean satisfiability problem"
2505577,Sequence
2505576,"Propositional formula"
2505576,"Conjunctive normal form"
2505576,"Boolean satisfiability problem"
2505576,"Association rule learning"
2505576,"Data mining"
2505576,SAT
2063752,Annotation
2063752,"Text corpus"
2063752,"Scientific modelling"
288635,"Data structure"
288635,"Set (abstract data type)"
266851,"Software framework"
191280,"Isis (journal)"
191280,"Persistence (computer science)"
191280,"Communications protocol"
191280,Isis
191280,"Programming language"
191280,"Distributed transaction"
1871585,"Web search engine"
1871585,Autocomplete
1871585,"Web search query"
1871585,Suggestion
1871585,"User (computing)"
1871585,"User experience"
1871585,"Cluster analysis"
1871585,"Clickthrough rate"
1646198,"World Wide Web"
1646198,"Web search query"
1646198,"Web search engine"
1646198,"User (computing)"
1183636,"Data stream"
1183636,"Cluster analysis"
1183636,"Streaming algorithm"
1183636,"Novelty detection"
1183636,"Linear separability"
1183636,"Locality of reference"
2063872,"Unsupervised learning"
2063872,Terrain
2063872,"Latent semantic indexing"
2063872,"Euclidean space"
2063872,"Web page"
584821,"Object-oriented programming"
584821,"Web application"
584821,XML
584821,Autonomy
584821,"Inheritance (object-oriented programming)"
584821,"Dynamic programming language"
584821,"Web portal"
584821,"Programming language"
502596,Database
502596,"User interface"
502596,Phylogenetics
502596,HTML
502596,"World Wide Web"
502596,"Functional programming"
502596,Interoperability
2666193,Annotation
2666193,"Service desk (ITSM)"
2666193,"Ticket (admission)"
2666193,"Brown Corpus"
2666193,"Information architecture"
2666193,N-gram
2666193,"Query expansion"
2666193,"Empirical research"
1460033,Transliteration
1460033,"Cross-language information retrieval"
1460033,"Data compression"
1460033,"Microsoft Research"
1460033,"Information retrieval"
1460033,"Text corpus"
1460033,"Named entity recognition"
2063652,"Earth mover's distance"
2063652,Approximation
2063652,"Color vision"
2063652,"Color quantization"
2063652,"Color space"
2063652,"Content-based image retrieval"
2063652,"Image retrieval"
2063652,"Metric (mathematics)"
2513218,"Linked Data"
2513218,"Ontology (information science)"
2513218,Semantics
2513218,"Semantic Web"
2513218,Metadata
1458499,MashQL
1458499,SPARQL
1458499,"Yahoo! Pipes"
1458499,"Mashup (web application hybrid)"
1458499,"Resource Description Framework"
1458499,"Table (database)"
1458499,"Query language"
1458499,"Web 2.0"
1646299,"Relevance feedback"
1646299,"Relevance (information retrieval)"
1646299,Interactivity
1646299,"Information retrieval"
2398682,Vocabulary
2398682,"Scale analysis (mathematics)"
2398682,"Historical linguistics"
2398682,Readability
2398682,Lexicon
2398682,"American English"
2398682,Usage
2398703,Wikipedia
2398703,Readability
2398703,"Analysis of algorithms"
2398703,"Encyclopædia Britannica"
2398703,"Web search engine"
2398703,Word
2063759,Probability
2063759,"Text corpus"
2063759,"Mixture model"
2505655,Temporality
2505655,Timestamp
2505655,"Character (computing)"
2505655,History
2507878,Personalization
2507878,"User (computing)"
2507878,"Web search engine"
1871759,"Sequential analysis"
1871759,"Market research"
1871759,Genealogy
1871759,Family
1871759,"Machine learning"
1871759,"Natural language processing"
1099572,Archive
1099572,"Information retrieval"
1099572,Semantics
1099572,"Semantic memory"
1099572,"World Wide Web"
1099572,Probability
288654,"Instruction prefetch"
288654,"Disk buffer"
288654,Database
288654,"Data management"
502612,"Document Type Definition"
502612,"Inductive reasoning"
502612,XML
502612,"View model"
502612,"Grammar induction"
502612,"Information integration"
502612,Grammar
1651325,"Multiple sequence alignment"
1651325,Mutation
1651325,"Linear prediction"
1651325,"Representation theory"
1651325,"Position-specific scoring matrix"
1651325,"Conserved sequence"
1651325,"Sequence alignment"
1651325,Bioinformatics
2665990,"Named entity recognition"
2665990,"Global Text"
2665990,"Text mining"
2665990,"Unstructured data"
2665990,"Information extraction"
2665990,"Conditional random field"
2665990,"F1 score"
2665990,"Cross-validation (statistics)"
2665982,Scientometrics
2665982,"Collaborative network"
2665982,AIDS
2665982,Centrality
2665982,Collaboration
2665982,"Social network"
1871579,"Dirichlet process"
1871579,"Bayesian network"
1871579,"Unsupervised learning"
1871579,"Iterative method"
1871579,"News aggregator"
2398655,"Visual perception"
2398655,"Image retrieval"
2398655,Entropy
2398655,"World Wide Web"
2398655,"Group (mathematics)"
352315,"Real-time computing"
352315,Database
2505670,"Learning to rank"
2505670,"Question answering"
2505670,"Latent Dirichlet allocation"
2505670,"Language model"
2505670,"Unsupervised learning"
2505670,"Training set"
2505670,"Likelihood function"
2505670,"Support vector machine"
1458483,"File sharing"
1458483,Peer-to-peer
1458483,"Peer-to-peer file sharing"
1458483,"Social network"
2662004,"Calculus of variations"
2662004,"Mathematical analysis"
2662004,"Dynamic network analysis"
2662004,"Non-negative matrix factorization"
2662004,"Paired difference test"
2662004,"Metric (mathematics)"
2662004,"Loss function"
2505657,Facet
2505657,Blog
2505657,Pronoun
2505657,Determinism
2505657,Adverb
2505657,Inference
2505657,Probability
2505657,"Text Retrieval Conference"
2398408,"Bayesian network"
2398408,"Sensitivity analysis"
2398408,"Synthetic data"
2398408,"Stationary process"
2398408,"Gene expression profiling"
2398408,Inference
956916,"Data stream"
956916,"Data analysis"
956916,"Queueing theory"
956916,"Probability distribution"
956916,"Relational operator"
956916,"Continuous function"
956916,"Computer data processing"
956916,"Stream processing"
2398448,"Recommender system"
2398448,"Protein domain"
2398448,"Information overload"
2398448,"Cold start"
2398448,"Random walk"
2398448,"Social network"
2398448,"Directed graph"
2398448,"Graph (mathematics)"
2389678,Standardization
2389678,"Clinical Data Interchange Standards Consortium"
2389678,"Clinical data management system"
2389678,"Clinical research"
2389678,"Clinical trial"
2389678,"Electronic health record"
2389678,"Data element"
2665972,Parsing
2398710,"Monte Carlo method"
2398710,"Session (computer science)"
2505666,"Web search query"
2505666,"World Wide Web"
2505666,"Information retrieval"
2505666,Entity
2505666,"Decision making"
2505666,"User (computing)"
2505666,Internet
191319,"Object database"
191319,"Index (database)"
191319,"Object-oriented programming"
191319,Database
191319,"Multi-index notation"
191319,"Multivalued function"
2663795,Citation
2663795,Chronology
2663795,"Academic publishing"
1183730,"Join (SQL)"
1183730,XML
1183730,"Archaeological phase"
1183730,"Pattern matching"
1183730,"Stack (abstract data type)"
2063661,Personalization
2063661,"Context awareness"
2063661,"Web search engine"
2063661,"World Wide Web"
2063661,"Information needs"
2063661,"Clickthrough rate"
1321572,"OLAP cube"
1321572,"Data warehouse"
1321572,Iceberg
1321572,"Online analytical processing"
1321572,"Relational database"
1321572,XML
2063688,Sequence
2063688,"Multiresolution analysis"
2396853,"Scientific literature"
2396853,"Academic publishing"
2396853,Citation
2396853,"Computational linguistics"
2396853,Literature
2396853,"Social network"
2398414,"Web search engine"
2398414,"Uniform Resource Locator"
2398414,"Web application"
2398414,Map
2398414,"Information needs"
2398414,"User (computing)"
2398414,Semantics
1099631,"Hidden Markov model"
1099631,"Coherence (physics)"
1099631,"Estimation theory"
1321498,Statistics
1321498,"Statistical classification"
1321498,Overfitting
1321498,"Loss function"
1321498,Generalization
1321498,"Domain of a function"
1099571,FAQ
1099571,"World Wide Web"
1099571,"Information retrieval"
1099571,"Web search engine"
1099571,"Text corpus"
1099571,"Natural language"
2398566,"Semi-supervised learning"
2398566,"Unsupervised learning"
2398566,"Social network"
2398566,"Cluster analysis"
2398566,"Topic model"
1871546,"Online analytical processing"
1871546,Cube
1871546,"Visual perception"
1871546,Flickr
1871546,Marketing
1871546,Google
1871546,"Data cube"
2063689,"Document clustering"
2063689,"Latent Dirichlet allocation"
2063689,"Text mining"
2063689,"Topic model"
2063689,"Text messaging"
2063689,"Inductive transfer"
2063689,"Cluster analysis"
956918,"Data stream"
956918,"Deletion (genetics)"
956918,Mutation
1646319,"Solid-state drive"
1646319,"Flash memory"
1646319,"File system"
1646319,Database
1646319,"Data type"
956922,"Collaborative filtering"
956922,"User (computing)"
1871768,Hypothesis
1871768,"Text mining"
1871768,"Domain of discourse"
1871768,"Interactive visualization"
1646027,"Statistical classification"
1646027,Co-occurrence
1646027,"Classification rule"
1646027,"Scientific method"
2662054,"Heterogeneous computing"
2662054,"Computer multitasking"
2662054,"Free viewpoint television"
2662054,"Data structure"
2662054,"Linear discriminant analysis"
2662054,"Class (computer programming)"
1871669,Shill
1871669,Amazon.com
1871669,"World Wide Web"
1871669,"Sentiment analysis"
1871669,"E-mail spam"
238550,Pathfinding
238550,"Mathematical optimization"
238550,Transport
1031237,"Nearest neighbor search"
1031237,"Digital signature"
1031237,"Transaction data"
1031237,"Collaborative filtering"
1031237,"Branch and bound"
1031237,"Cluster analysis"
1031237,Precomputation
2665981,"Escherichia coli"
2665981,Pathogen
2665981,"DNA sequencing"
2665981,Genomics
2665981,"Base (chemistry)"
2665981,"Forensic identification"
2665981,"Escherichia coli (molecular biology)"
2665981,"Virulence factor"
191290,"Data integration"
191290,"Qualitative reasoning"
191290,"Conceptual schema"
191290,"Musical instrument"
191290,"Conceptual model"
191290,"Schema (psychology)"
191290,"Scientific method"
319975,"Online analytical processing"
319975,"Aggregate function"
319975,"Query plan"
319975,SQL
319975,"Declarative programming"
319975,"Program optimization"
319975,"Information extraction"
319975,"Data analysis"
354817,"Free software"
2063903,"Spam (electronic)"
2063903,"Web search engine"
2063903,"Relevance (information retrieval)"
2063903,"World Wide Web"
2063903,"User (computing)"
2063903,Utility
1458176,"Session (computer science)"
1458176,"Relevance (information retrieval)"
1458176,"Information retrieval"
1458176,"Web search engine"
1458176,"Statistical classification"
1458176,"Segmentation (image processing)"
1458195,Privacy
1458195,"Vulnerability (computing)"
1458195,"User (computing)"
1458195,"Session (computer science)"
1458195,"Heavy-tailed distribution"
1458195,"Web search engine"
1458195,"Frequency distribution"
266901,"Object-oriented programming"
2661945,"Statistical significance"
2661945,Ranking
2661945,"Probability distribution"
266921,"Object Query Language"
266921,"Object Data Management Group"
1321574,Database
1321574,"Index (database)"
2398624,"Semi-supervised learning"
2398624,"Statistical classification"
2398624,Annotation
2665977,Mutation
2665977,"Identification (information)"
2665977,"Text mining"
2665977,"Human genome"
2665977,"Random forest"
2665977,"Logistic regression"
2665977,"Support vector machine"
1651313,"Static program analysis"
1651313,"Eclipse (software)"
1651313,Lucene
1651313,"Software repository"
1651313,"Open source"
2665989,"Organ (anatomy)"
2665989,Phenotype
2665989,Molecule
2665989,"Cell (biology)"
2665989,Drug
2665989,"Drug discovery"
2665989,Biochemistry
2665989,"Human body"
1321575,"Network analysis"
1321575,Naver
1321575,"Yahoo! Answers"
1321575,Hyperlink
1321575,"Web search engine"
1321575,"Question answering"
1458257,Privacy
1458257,Database
1458257,"Disk partitioning"
1458257,"Federated database system"
1458257,Anonymity
1458257,Confidentiality
1458257,"Personally identifiable information"
1458562,"Data integration"
1458562,Privacy
1458562,"Distributed computing"
1458562,"ADO.NET data provider"
1458562,Confidentiality
1458562,"Client (computing)"
1099699,"Web search engine"
1099699,XML
1099699,"Dynamic XML"
1099699,Calchas
1099699,"Index (search engine)"
1099699,B-tree
1099699,"Lowest common ancestor"
1099699,"Computer file"
2508211,Sport
2508211,Metadata
2508211,Video
2508211,Game
2508211,"Index (database)"
2508211,"Object-oriented programming"
2508211,"Sports game"
2063594,"Google Search"
2063594,"Information retrieval"
2063594,"World Wide Web"
2063594,Semantics
2063594,"Diversification (finance)"
2398739,"Relevance (information retrieval)"
2398739,Ranking
2398739,"Web search engine"
2398739,Semantics
2398739,Video
2398739,"Business process"
1183746,"Information retrieval"
1316896,"Information retrieval"
1316896,"Bilingual dictionary"
1316896,Statistics
1316896,"Linear combination"
1316896,"Text Retrieval Conference"
1316896,"Translation (geometry)"
1458336,Scalability
1458336,SQL
1458336,"Sequence (music)"
2065008,"Entity¿relationship model"
2065008,"Category (mathematics)"
2065008,"Graph (mathematics)"
2065008,"Path (graph theory)"
2065008,"Data model"
2065008,"Conceptual model"
2065008,Semantics
584842,Peer-to-peer
584842,Middleware
584842,Scalability
584842,"Distributed computing"
584842,"Information retrieval"
584842,"Communications protocol"
584842,Decentralization
584842,"Computer network"
1871730,Terminology
1871730,"Document retrieval"
1871730,Translation
1871730,"Natural language processing"
1871730,"Information retrieval"
1871635,"Document retrieval"
1871635,"Expression (mathematics)"
1871635,"Mathematical object"
1871635,"Approximate string matching"
1871635,Definition
1871635,"Information retrieval"
1871635,"Lookup table"
1871742,"Real-time web"
1871742,Twitter
1871742,"Real-time computing"
1871742,Facebook
1871742,"Message passing"
1871742,"Cluster analysis"
2063937,Twitter
2063937,Email
2063937,Timestamp
2396789,"Real-time web"
2396789,"Information retrieval"
2396789,"Locality-sensitive hashing"
2396789,"User profile"
2396789,"K-means clustering"
2396789,"Social media"
2396789,"Real-time computing"
2505579,Meme
2505579,Prediction
2505579,"Tag (metadata)"
2505579,"Linear regression"
2505579,"Reinforcement learning"
2396883,"Economic model"
2396883,"Social media"
2396883,"Tag (metadata)"
2396883,Hypothesis
2396883,Geotagging
2396883,"Statistical model"
2396883,Globe
238447,Cursive
238447,Handwriting
238447,"Information retrieval"
170403,R-tree
1099640,"Language model"
1099640,"World Wide Web"
1099640,"Full text search"
1099640,"Relevance (information retrieval)"
1099640,"Mixture model"
1099640,"Information retrieval"
1099640,"Web search engine"
2064719,"Complex system"
2064719,"Computer simulation"
2064719,"Web search engine"
2064719,"Digital library"
2064719,"Information needs"
2064719,Semantics
1871793,"Information retrieval"
1871793,Semantics
1871793,"Natural language processing"
1871793,Annotation
1871793,"Knowledge management"
1871793,"Tag (metadata)"
1871793,"World Wide Web"
1099559,XML
1099559,"Query language"
1099649,"Uniform Resource Locator"
1099649,"Statistical classification"
1099649,"Web page"
323229,"Japanese language"
323229,"Index (search engine)"
323229,Hyperlink
323229,Encyclopedia
323229,Word
323229,"User (computing)"
323229,"Document retrieval"
1031242,"Automatic image annotation"
1031242,"Regularization (mathematics)"
1031242,"Translation (geometry)"
1031242,"Dirichlet distribution"
1031242,"Statistical machine translation"
1031242,"Normalizing constant"
1031242,"Scaling (geometry)"
1031242,Word
2513582,Stochastic
2513582,Scalability
2513582,"Sample (statistics)"
2513582,"Bayesian inference"
2513582,Inference
2513582,Overfitting
2513582,"Bayesian network"
2398699,"Local search (Internet)"
2398699,"Precision and recall"
2398699,"Document classification"
2398699,"Web search engine"
2398699,"Multiclass classification"
2398699,"Statistical classification"
2398699,Prediction
2662082,"Logistic regression"
2662082,"Regression analysis"
2662082,"Coordinate descent"
2662082,Stochastic
2662082,"Data parallelism"
2662082,MapReduce
2662082,"Regularization (mathematics)"
320025,Quadtree
320025,"Field (mathematics)"
320025,"Value (personal and cultural)"
320025,"Spatial database"
320025,"Index (database)"
320025,"Query optimization"
2398667,"Learning to rank"
2398667,"Information retrieval"
2398667,"Semantic similarity"
2398667,"Statistical model"
2398667,"Scientific modelling"
2398667,"Mixture model"
2398707,"Information retrieval"
2398707,Prediction
2398707,"Machine learning"
2398707,"Risk management"
2398726,Analytics
2398726,Microblogging
2398726,"World Health Organization"
2398726,"Public health"
2398726,Disease
2398726,"Social network"
2398726,"Data analysis"
1646032,"Empirical research"
1646032,"Discount function"
1646032,"Power (physics)"
1646032,Effectiveness
1646032,"Relevance (information retrieval)"
1646032,"Information retrieval"
1646032,"Text Retrieval Conference"
584886,"Entropy (information theory)"
584886,Entropy
584886,"Data structure"
584886,"HITS algorithm"
584886,"Network analysis"
584886,Hyperlink
584886,"Table of contents"
584886,"Web page"
956964,"Document classification"
956964,"Knowledge management"
956964,"Controlled vocabulary"
956964,"Document management system"
956964,"Index term"
956964,Librarian
956964,"Ontology (information science)"
1183722,Privacy
1183722,"Distributed database"
1183722,"Data mining"
1183722,"Legal liability"
1183722,Legislation
1183722,Government
1183722,"Personally identifiable information"
2513219,Annotation
2513219,"World Wide Web"
2513219,Semantics
2513219,"Web search engine"
2513219,"Named entity recognition"
2513219,"Cluster analysis"
2513219,"Domain name"
1871451,Entity
1871451,Wikipedia
1871451,"Document retrieval"
1871451,"Web page"
1871451,"Anchor text"
1871451,"Information retrieval"
1871451,Effectiveness
1871451,"World Wide Web"
2398683,"Context awareness"
2398683,"Mobile application development"
2398683,"Collaborative filtering"
2398683,"Recommender system"
2398683,Scalability
2063718,Leadership
2063718,"Social network"
2063718,NP-hard
2063718,"Approximation algorithm"
2063718,"Time complexity"
2063718,"Loss function"
2063578,"User interface"
2063578,"Information management"
2063578,"Collaborative filtering"
2063578,"Data model"
2063578,"Social media"
1651338,"Bibliographic database"
1651338,MEDLINE
1651338,"Systematic review"
1651338,"Information retrieval"
1651338,"Boolean algebra"
1651338,Database
1651338,"Information needs"
1646207,"Randomized algorithm"
1646207,"Deterministic algorithm"
1646207,"Matching (graph theory)"
1646207,"Linear programming"
1646207,"Scientific modelling"
1871631,"Relevance feedback"
1871631,Interactivity
1871631,"Machine learning"
1871631,"Session (computer science)"
1871631,Utility
1871631,"Optimization problem"
2063586,"Information retrieval"
2063586,"Language model"
2063586,"Text Retrieval Conference"
2063586,"Training set"
2063586,"Negative feedback"
2063586,"Mathematical optimization"
1458230,Expert
1458230,"Data set"
1458230,"Special Interest Group on Information Retrieval"
2064720,Genre
2662028,Topology
2662028,Semantics
2662028,"Topological dynamics"
2662028,"Digital signal processing"
191265,"Knowledge representation and reasoning"
191265,Scalability
191265,"Flat file database"
191265,"Knowledge base"
191265,"Software design"
191265,Database
191265,"LOOM (ontology)"
191265,"Application software"
170139,"Process control"
170139,"Genetic algorithm"
502627,"Item (gaming)"
502627,"Recommender system"
502627,"Collaborative filtering"
502627,"Information filtering system"
502627,"Data set"
502627,Emergence
2398405,"Snippet (programming)"
2398405,"Data model"
2398405,"Web page"
2398405,"World Wide Web"
2398405,"Relevance (information retrieval)"
191309,"Semantics (computer science)"
191309,Semantics
191309,"Knowledge representation and reasoning"
191309,"Semantic similarity"
191309,"Information system"
191309,"XML schema"
191309,"Conceptual model"
2063686,"Machine learning"
2063686,"User-generated content"
2063686,Microblogging
2063686,"Internet forum"
2063686,"Social media"
2063686,Blog
2063686,Twitter
2063686,"Usenet newsgroup"
1646196,"Entity¿relationship model"
1646196,"Knowledge extraction"
1646196,"Social network"
1646196,"Glossary of graph theory"
1646196,"Graph (mathematics)"
1646196,"Process (computing)"
1458537,"Web page"
1458537,"World Wide Web"
1645960,"Web search engine"
1645960,Analogy
1645960,IPod
1645960,"Apple Inc."
1645960,Microsoft
1645960,"Query by Example"
1645960,"Text corpus"
1645960,"Domain name"
1871521,Causality
1871521,"Latent variable"
1871521,"Generative model"
1871521,"Dummy variable (statistics)"
1871521,"Dimension reduction"
1871521,"Topic model"
1871521,"Scientific modelling"
2398573,Timestamp
2398573,Chronicle
2398573,"Computer simulation"
2398573,Topic¿comment
2398573,"Topic model"
2398573,"Generative model"
1871705,"Formal concept analysis"
1871705,"Information integration"
1871705,Embedding
1871705,"Tolerance relation"
1871705,"Knowledge representation and reasoning"
1871705,"Projection (mathematics)"
1871789,"Mass media"
1871789,E-book
1871789,"Digital library"
1871789,"Google Books"
2064042,Crowdsourcing
2064042,"Social media"
2064042,"Digital library"
2064042,"Information retrieval"
2064042,"Information extraction"
2064042,"British Library"
2063860,"Trait theory"
2063860,Crowdsourcing
2063860,"Personality psychology"
2063860,"Quality control"
1458356,Authority
1458356,"Trust (social sciences)"
1458356,"Information retrieval"
1458356,Reputation
1458356,"Social network"
1458356,"Scientific modelling"
1458356,"Conceptual model"
1871774,"Online and offline"
1871774,"Information management"
1871774,"Virtual world"
1871774,"Command-line interface"
1871774,"User (computing)"
1871774,"Social media"
1871774,"Application software"
191302,Logging
191302,Timestamp
191302,"Computer data storage"
191302,Database
191302,"Bandwidth (computing)"
191302,"Firewall (computing)"
2505539,Ontology
2505539,"Upper ontology (information science)"
2505539,"Domain knowledge"
2505539,"Knowledge representation and reasoning"
2505539,"Ontology (information science)"
2505539,Axiom
2505539,Interoperability
2507855,"Information retrieval"
2507855,Blog
2507855,"Scientific method"
2507855,"Application software"
2505560,"Data analysis"
2505560,"Cover (topology)"
2505560,"Open set"
2505560,"Linear subspace"
2505560,"Anomaly detection"
584907,FAQ
1646040,Provenance
1646040,"Data structure"
1646040,"Analysis of algorithms"
1646040,"Access method"
1646040,"Query optimization"
2063751,"Social graph"
2063751,"Distributed computing"
2063751,"Graph embedding"
2063751,"Recommender system"
2063751,Embedding
2063751,"Community structure"
2063751,"Metric (mathematics)"
2063751,"Social network"
1871580,"Knowledge representation and reasoning"
1871580,Metadata
1871580,Semantics
1871580,"Application software"
1871580,Flickr
1871580,Wikipedia
1871580,"Software architecture"
170171,"Information management"
170171,Hypermedia
170171,"Model-driven architecture"
170171,Weather
1871610,Cardinality
1871610,"Query plan"
1871610,Histogram
1871610,"Query optimization"
1645982,"Compound (linguistics)"
1645982,"Domain name"
1645982,"English compound"
1645982,"Value added"
1645982,"Web search engine"
1645982,N-gram
1645982,"F1 score"
1645982,"Clickthrough rate"
1871604,"Uncertain data"
1871604,"Query optimization"
1871604,Skyline
1871604,P-value
1871604,"Margin of error"
1871604,Probability
1871604,"Value (computer science)"
2505740,Scalability
2505740,"Diversification (finance)"
2505740,"Big data"
2505740,Multi-user
2505740,Database
1645959,"Hidden Markov model"
1645959,"User interface"
1645959,"Segmentation (image processing)"
1645959,Database
2505661,Suggestion
2505661,Autocomplete
2505661,"Web search engine"
2505661,Personalization
2505661,Ranking
2505661,"Information needs"
2398690,Demography
2398690,"Web search engine"
2398690,Ranking
2398690,Gender
2398690,"Snooker world rankings"
956937,"Index (search engine)"
956937,"Web search engine"
956937,"Distributed computing"
956937,"Information retrieval"
956937,"Reinforcement learning"
956937,"User (computing)"
1458530,"Web content"
1458530,Credibility
1458530,"Index term"
1458530,"Natural language processing"
1458530,Ranking
1458530,"Web page"
1183618,"Homeland security"
1183618,"Value (economics)"
1183618,"Real-time computing"
1183618,"Knowledge extraction"
1183618,"Knowledge management"
1183618,"Semantic network"
502588,"Euclidean distance"
502588,"Nearest neighbor search"
502588,X-tree
502588,"Euclidean space"
502588,"Cluster analysis"
1651445,"Social graph"
1651445,"User profile"
1651445,"Web search engine"
1651445,Inference
1651445,Facebook
1651445,"Vertex (graph theory)"
1651445,"Degree (graph theory)"
2064068,"Digital humanities"
2064068,Bibliography
2064068,Blog
2064068,Humanities
2064068,"Social sciences"
2064068,"Data analysis"
2064068,"Machine learning"
1183684,"Data mining"
1183684,Frequency
1183684,"Heat capacity"
1183684,"Knowledge extraction"
1183684,"Mutual information"
1183684,"Ontology (information science)"
1458262,"Table (database)"
1458262,SQL
1458262,"From (SQL)"
1458262,"Select (SQL)"
1458262,"Database schema"
1458262,"User (computing)"
