paper_id,concept
291078,Genomics
291078,Coffeehouse
291078,Database
803141,"Document retrieval"
803141,"Relevance feedback"
803141,Underline
803141,"Performance improvement"
1008994,Cheminformatics
1008994,"Information retrieval"
1008994,"Application domain"
1008994,"Chemical database"
1008994,Agrochemical
1008994,"Biological activity"
1008994,"Virtual screening"
1008994,"Intermolecular force"
384028,"Question answering"
384028,Automation
122880,"Document retrieval"
122880,"Artificial neural network"
122880,"Trigonometric functions"
1835556,.properties
1835556,"Data fusion"
1835556,"Multimedia Information Retrieval"
1835556,TRECVID
1835556,"Information retrieval"
1835556,Bracket
1835556,"Mathematical optimization"
1835556,M
1277993,"Information retrieval"
1277993,Multimedia
1277993,Coefficient
1277993,"Multimedia Information Retrieval"
1277993,Expert
1277993,"Data fusion"
1277993,"Text corpus"
1277993,"Machine learning"
2484145,"Information retrieval"
2484145,"Text Retrieval Conference"
1277873,"Question answering"
1277873,"Event-driven programming"
1277873,"Sentence (linguistics)"
1277873,Semantics
1277873,"Logistic regression"
1277946,"Algorithmic efficiency"
1277946,"Parallel computing"
1277946,PageRank
312639,"Speech recognition"
312639,"User interface"
312639,Archive
2484169,Wikipedia
2484169,"Information needs"
2484169,Map
2010141,Temporality
2010141,"Text Retrieval Conference"
2010141,"Information retrieval"
2010141,N-gram
2010141,"Model selection"
2348424,Essence
2348424,"Social media"
2484220,"Quality of life"
2484220,Disease
2484220,"Information seeking"
1076044,Utility
1076044,"Relevance feedback"
1076044,Experience
1076044,"Evidence (law)"
1076044,"Factor analysis"
1390344,"Web search engine"
1390344,"Metasearch engine"
1390344,Engine
1390344,"Internal combustion engine"
1390344,"Machine learning"
1390344,Fluid
2348466,Synchronization
2348466,"Real-time computing"
2348466,Expert
1277787,"User (computing)"
1277787,"Web search engine"
1277787,"Classified information"
1148332,"Query expansion"
1148332,"Web search query"
1148332,IQE
1148332,"User interface"
384062,"Web page"
384062,"Task analysis"
384062,"Web search engine"
384062,"Web document"
384062,"Abstract (summary)"
1009138,"Information needs"
1009100,"Correlation and dependence"
1009100,"Information retrieval"
2348322,Symptom
2348322,Anxiety
2348322,Disease
2348322,"Health care"
1835607,"Web page"
1835607,Symptom
1835607,Disease
1835607,"World Wide Web"
1835548,"Scenic route"
1835548,Blog
1835548,"Server log"
1835548,Trail
1835548,"Recommender system"
1835548,"Landing page"
1835548,Utility
1835548,Toolbar
1390506,"Web search engine"
1390506,Expert
1390506,"Subject-matter expert"
1390506,"Domain knowledge"
1390506,Vocabulary
1835628,Trail
1835628,"World Wide Web"
1835628,"Social bookmarking"
1835628,"Anchor text"
1835628,"File shortcut"
1572005,"Recommender system"
1572005,"Human¿computer interaction"
1572005,"Conceptual model"
1572005,Prediction
1572005,Utility
1572005,"Web search engine"
1277771,"Web search engine"
1277771,"Popular music"
1277771,"Direct navigation"
1277771,Authority
1277771,Website
1277771,"User (computing)"
2348514,"Relevance feedback"
2348514,"Information retrieval"
2348514,"Web search engine"
2767736,Personalization
2767736,"HTTP cookie"
2767736,"Web browser"
2767736,"Web search engine"
2767736,"World Wide Web"
2767736,"Attribution (psychology)"
2484053,Bias
2484053,Belief
2484053,"Web search engine"
2484053,"Unconscious mind"
2484053,"Decision making"
2484053,"Information retrieval"
2484053,"Sampling (statistics)"
564482,Multimedia
564482,"Information retrieval"
564482,"Visual programming language"
564482,"Software framework"
564482,"Mixture model"
2484125,Prediction
2484125,Geotagging
2484125,Advertising
2484125,"World Wide Web"
2484125,"Mobile device"
2484125,"Statistical model"
1390562,"Soil classification"
511802,Bridge
511802,Documentation
511802,Thesaurus
511802,"Natural language"
511802,Database
511802,Cooperation
122888,Semantics
122888,"Semantic analysis (linguistics)"
122888,"Document retrieval"
122888,"Strategic management"
803146,"Information retrieval"
803146,"Concept album"
803146,"Vector space model"
803146,"Document retrieval"
803146,Co-occurrence
803146,"Euclidean distance"
1390485,"World Wide Web"
1390485,"Anchor text"
1390485,"Web search engine"
1390485,"Statistical model"
2348338,Spamdexing
2348338,TrustRank
2348338,"Spam (electronic)"
2348338,"Clickthrough rate"
2348338,"Anti-spam techniques"
2348338,Hyperlink
2348338,"Uniform Resource Locator"
2767835,Gibberish
2767835,"Abstract (summary)"
2767835,Twitter
2767835,"Latency (engineering)"
1148204,"Information retrieval"
1148204,"Linear discriminant analysis"
1148204,"Ad hoc"
1148204,"Latent Dirichlet allocation"
1148204,"Gibbs sampling"
1148204,"Topic model"
1148204,"Generative model"
1835661,"Two-stage model of free will"
1835661,Blog
1835661,"Information seeking"
2009927,"Web search engine"
2009927,"Analysis of algorithms"
2009927,"Cluster analysis"
1835691,"Social media"
1835691,Utterance
1835691,Relevance
1835691,"User-generated content"
1835691,Microblogging
1835691,Credibility
1835691,"Internet forum"
2348437,Politics
2348437,"Web search query"
2348437,"Web search engine"
2348437,Website
1835537,Demography
1835537,"Web search engine"
1835537,Advertising
1835537,"Relevance (information retrieval)"
1835537,Gender
1835537,Income
1835537,"User modeling"
2484156,"Plain text"
2484156,"Statistical classification"
2484156,"Electronic discovery"
2484156,"Binary classification"
2484156,"Text corpus"
2484156,"Information retrieval"
1572018,Bias
1572018,"Bias (statistics)"
1572018,"Scientific method"
1572018,"Resampling (statistics)"
1572018,"Information retrieval"
1390456,"Multiplicative inverse"
1390456,"Information retrieval"
1390346,Standardization
1390346,"Information retrieval"
1390346,"Metric (mathematics)"
2484159,"Bias (statistics)"
2484159,"Sequential analysis"
2484159,Bias
42036,"Expert system"
42036,Prolog
42036,"Index term"
42036,"Information retrieval"
42036,Database
42036,Bibliography
42036,Internet
1009125,"Relevance feedback"
1009125,Ria
1009125,"Query expansion"
1009125,"Information retrieval"
2609481,"Multimodal interaction"
2609481,"Use case"
2609481,"Bus (computing)"
2609481,"Structure editor"
2609481,"Mouse (computing)"
2609481,"Computer keyboard"
2609481,LaTeX
1390396,"Semantic gap"
1390396,"Image retrieval"
1390396,Annotation
1390396,"World Wide Web"
1390396,"Content-based image retrieval"
1390396,"Latent Dirichlet allocation"
1390396,"Semantic similarity"
2484037,"Hash function"
2484037,"Tag (metadata)"
2484037,Semantics
2484037,"Topic model"
2484037,"Semantic similarity"
2484037,"Nearest neighbor search"
2484037,"Factor analysis"
2484205,"Electronic commerce"
2484205,"Information retrieval"
2484205,Website
2484205,"User interface"
1277760,"Regularization (mathematics)"
1277760,"Cluster analysis"
1277760,"Document clustering"
1277760,"Eigendecomposition of a matrix"
1277760,"Unsupervised learning"
1277760,"Symmetric matrix"
1277965,MQX
1277965,"Data compression"
1277965,XML
860486,"Cluster analysis"
860486,Hyperlink
860486,"Web page"
860486,Iteration
860486,"World Wide Web"
860486,"Data type"
2010050,Utility
2010050,"Electronic commerce"
2010050,"Marginal utility"
2010050,"Cobb¿Douglas production function"
2010050,"Consumer behaviour"
2010050,Purchasing
2010050,Economics
1835489,"Information retrieval"
1835489,Statistics
1835489,"Mathematical optimization"
1835489,Effectiveness
1835489,Relevance
1835489,Ranking
1835489,"Probability measure"
1835489,"Joint probability distribution"
1571963,"Modern portfolio theory"
1571963,"Information retrieval"
1571963,"Diversification (finance)"
1571963,Relevance
1571963,"Financial market"
1571963,"Document retrieval"
1277759,"Web search engine"
1277759,"Cluster analysis"
1277759,"User (computing)"
1277759,Utility
2010008,"Latent semantic indexing"
2010008,"Regularization (mathematics)"
2010008,"Probabilistic latent semantic analysis"
2010008,"Topic model"
2010008,"Text Retrieval Conference"
2010008,MapReduce
2010008,"Norm (mathematics)"
2010008,"Text corpus"
2009976,"Online discussion"
2009976,"Conditional random field"
2009976,"Internet forum"
2009976,"Statistical model"
2009976,"Conversation threading"
2009976,"Question answering"
133190,"Computational geometry"
133190,"Analysis of algorithms"
133190,"Vector space"
133190,"Trigonometric functions"
133190,"Pearson product-moment correlation coefficient"
133190,Covariance
1835614,"Metric (mathematics)"
1835614,"Document clustering"
1835614,"Semi-supervised learning"
1835614,"Candidate solution"
1835614,"Cluster analysis"
1835614,"Optimization problem"
1835614,"Domain knowledge"
2609464,"Discrete optimization"
2609464,"Greedy algorithm"
2609464,"Vertex (graph theory)"
2609464,Metaheuristic
2609464,"Social network"
2609464,"Matrix (mathematics)"
1148257,"Robust statistics"
1148257,Prediction
1148257,"Collaborative filtering"
2609590,"Hash function"
2609590,"Tag (metadata)"
2609590,"Document retrieval"
2609590,"Nearest neighbor search"
2609590,Semantics
2767698,"Mixture model"
2767698,"Correlation and dependence"
1076178,PageRank
1076178,"Dirichlet distribution"
1076178,Ranking
1076178,Probability
1076178,"Text Retrieval Conference"
1148214,"Latent semantic analysis"
1148214,Co-occurrence
1148214,"Document clustering"
1148214,"Document classification"
1148214,"Collaborative filtering"
1148214,Semantics
2010190,"World Wide Web"
2348512,Microblogging
2348512,"Social media"
2348512,Website
2348512,News
1148208,"Cross-language information retrieval"
1148208,Translation
1148208,"Information retrieval"
1148208,Monolingualism
1148208,Probability
1148208,"Software framework"
1835515,"Scientific modelling"
1835515,Lexicon
1835515,"Conceptual framework"
1835515,"Market segmentation"
1835515,"Question answering"
1571975,"Parse tree"
1571975,"Question answering"
1571975,Grammar
1571975,"Information retrieval"
1571975,Reality
1571975,"Text Retrieval Conference"
1571975,"Scientific method"
1390387,"Matrix decomposition"
1390387,"Symmetric matrix"
1390387,"Multi-document summarization"
1390387,"Semantic analysis (linguistics)"
1390387,"Sentence (linguistics)"
1390387,Semantics
1390387,"Non-negative matrix factorization"
1390387,"Similarity matrix"
2484046,"Solid-state drive"
2484046,"Web search engine"
2484046,"Random access"
2484046,"Sequential access"
2484046,Cache
2484046,"Hard disk drive"
2484046,"Data storage device"
2767825,"Training set"
2767825,"Function (mathematics)"
2767825,"Group representation"
2767825,"Nearest neighbor search"
2767712,Hypothesis
2767712,"Discounted cumulative gain"
2767712,"Web search engine"
2767712,Reputation
2767712,"Relevance feedback"
2767712,Laboratory
1835475,Effectiveness
1835475,"Learning to rank"
1835475,"Loss function"
1835475,"Algorithmic efficiency"
1835475,"Strategic management"
1835528,"Language model"
1835528,"Information retrieval"
1835528,"World Wide Web"
1835528,"Scale (ratio)"
1835528,"Cross entropy"
1835528,"Okapi BM25"
1835528,N-gram
1835528,"Web search query"
1572052,Typeahead
1572052,"Uniform Resource Locator"
1572052,"Fuzzy logic"
1572052,Autocomplete
1572052,Firefox
1572052,"Approximate string matching"
1572052,Prediction
1835663,"Social media"
1835663,"Internet forum"
1835663,"Recommender system"
1835663,"Online and offline"
1835663,"User (computing)"
1835663,Semantics
1835597,"Dynamics (mechanics)"
290982,Map
290982,Road
290982,"Biomolecular structure"
511303,"File system"
511303,Hypothesis
1835627,"Multi-document summarization"
1835627,"Data collection"
1835627,"Consensus decision-making"
2484206,Crowdsourcing
2484206,"Plug-in (computing)"
2484206,Nerd
2484206,"World Wide Web"
2484040,Annotation
2484040,"Image retrieval"
2484040,"Learning to rank"
2484040,"Data mining"
2484040,"Metric (mathematics)"
2484040,"World Wide Web"
2010041,"Knowledge transfer"
2010041,"Web page"
2010041,"Cross-language information retrieval"
2010041,"Nonnegative matrix"
2010041,"Supervised learning"
2010041,"International auxiliary language"
2010041,"World Wide Web"
2009989,"Facial recognition system"
2009989,"Data mining"
2009989,"Machine learning"
2009989,Database
2009989,"World Wide Web"
2009989,"Mathematical optimization"
2484068,"Web search engine"
2484068,Adaptation
2484068,Ranking
2484068,Personalization
2484068,"Personalized search"
1835580,"Query expansion"
1835580,"Metric (mathematics)"
1835580,"Text Retrieval Conference"
1835580,"Document retrieval"
1835580,"New Zealand Trade and Enterprise"
1835580,"Web search query"
1835580,Genomics
1835580,"Metric space"
1390503,"Document retrieval"
1390503,"Domain knowledge"
1390503,"Latent semantic analysis"
1390503,"Explicit knowledge"
1390503,"Text corpus"
1390503,"Information retrieval"
1835625,"Non-negative matrix factorization"
1835625,"Document clustering"
1835625,"Unsupervised learning"
1835625,"Cluster analysis"
1572064,Authority
1572064,Ancestor
1572064,PageRank
1572064,Counting
1572064,Scalability
1572064,"Okapi BM25"
1572064,"Node (computer science)"
2348335,"Matrix decomposition"
2348335,"Topic model"
2348335,Scalability
2348335,"Group (mathematics)"
2348335,"Document classification"
2348335,"Relevance (information retrieval)"
2348335,"Regularization (mathematics)"
2348335,"Knowledge extraction"
564481,"Example-based machine translation"
564481,Phrase
564481,"Information retrieval"
564481,"Dictionary-based machine translation"
564481,"Cross-language information retrieval"
2348385,"Mathematical optimization"
2348385,Risk
2348385,"Learning to rank"
2348385,"Computer performance"
2348385,"Algorithmic efficiency"
2348385,"Information retrieval"
2348385,"Software framework"
2010091,"Latent semantic analysis"
2010091,"Question answering"
2010091,"Natural language processing"
2010091,"Information retrieval"
2010091,"Scientific modelling"
2010091,Wikipedia
2010091,Archive
2010184,"Recommender system"
1835695,"Information retrieval"
